id_artigo,ano,titulo,autores,abstract,topic_tfidf,tema_tfidf,topic_bertopic,tema_bertopic
215,2022,Uso do Caderno de Atividades Desplugadas durante a Pandemia: Um Relato de Experiência,Jislane S. S. de Menezes (IFS); Cristiane O. de Santana (IFS); Leandro Santos Fraga (IFS); Kamille G. Bezerra (IFS); Ana Beatriz S. Matias (IFS),"Ada Lovelace, Grace Hooper, Carol Shawn, entre outras, são mulheres que fizeram parte da história da Computação, fazendo parecer que a área da computação é almejada dentre as mulheres, contudo esse número é reduzido. Com o isolamento social devido a Covid-19 e a necessidade de trazer para meninas o conhecimento sobre representatividades femininas, o projeto Meninas Digitais Regional Sergipe disponibilizou a 173 estudantes, um caderno de atividades desplugadas impresso, para resolução sem auxílio de instrutor. A avaliação de 84 questionários aplicados como pré-teste e pós-teste indicou que houve uma melhora de cerca de 27% na lembrança de personalidades femininas e conceito sobre computação desplugada após a resolução do caderno.",2,Cluster 2,-1,-1_computação_mulheres_meninas_cursos
216,2021,A percepção das mulheres sobre a programação - Oficinas de Programação Django Girls,Myrian Noguera Salinas (Girls Code),"Numerosas iniciativas têm buscado atrair meninas e mulheres para as carreiras STEM (Ciência, Tecnologia, Engenharia e Matemática) através de diferentes oficinas. Este trabalho  têm como objetivo relatar a experiência das oficinas desenvolvidas com meninas do ensino médio e mulheres adultas do Paraguai e Uruguai durante os anos de 2018 e 2019. As oficinas incluíram a criação de um Blog Web com HTML/CSS, Python e Django Web Framework, além de palestras e debates sobre personalidades femininas proeminentes, bem como a inserção feminina na tecnologia. Foram aplicados questionários de percepção onde os dados obtidos também são apresentados, analisados e discutidos.",0,Cluster 0,0,0_stem_projeto_feminina_áreas
217,2021,Análise da participação feminina no curso de Ciência da Computação da UFCG,Beatriz A. de Miranda (UFCG); Marcella M. S. C. de Almeida (UFCG); Ivyna R. S. Alves (UFCG); Lívia M. R. S. Campos (UFCG),"Apesar de sua importância histórica para o desenvolvimento da Ciência da Computação, as mulheres ainda têm uma baixa participação nos cursos de graduação da área. A fim de entender se e como essas números se aplicam ao curso de Ciência da Computação da Universidade Federal de Campina Grande, foi realizada uma análise descritiva dos dados acadêmicos fornecidos pela instituição. A partir dessa análise foi possível traçar um perfil do corpo discente feminino e compreender aspectos relacionados a taxa de ingresso, conclusão, evasão, sucesso e desempenho nas disciplinas com maior retensão no curso a partir da perspectiva de gênero, de a forma a entender se o sexo é um fator determinante para o sucesso no curso.",5,Cluster 5,20,20_desempenho_feminino_meninos_es
218,2021,Análise Estatística Descritiva e Regressão da Inserção das Mulheres nos Cursos de TI nos Anos de 2009 a 2018,Ariana R. Cursino (FATEC); Juliana F. P. Martinez (FATEC),"Os cursos da área de Tecnologia, são majoritariamente ocupados por homens. Com o intuito de fornecer métricas para a coordenação dos cursos e comunidades que trabalham com mulheres na área da tecnologia, uma análise descritiva estatística dos dados do Censo de Educação Superior dos anos de 2009 a 2018, se faz necessário. O presente trabalho, visa verificar o número de mulheres em relação ao número de homens que ingressaram nos cursos de TI, bem como uma análise de regressão para verificar a equação da taxa de crescimento de homens e mulheres nos cursos. O escopo do presente trabalho é fornecer métricas para futuras tomadas de decisão, com o objetivo de tornar o ambiente mais inclusivo e com igualdade de gênero.",5,Cluster 5,8,8_preconceito_políticas_dados_homens
219,2021,Aprendizagem colaborativa interinstitucional: práticas de Educação 5.0 em favor do empoderamento feminino,Daniela Eloise Flôr (IFPR / UEM); Eduardo Henrique Molina da Cruz (IFPR); Ayslan Trevizan Possebom (IFPR); Carla Santos de Oliveira (IFPR); André Pinto Moreira (UFPR); Carlos Roberto Beleti Junior (UFPR); Ana Paula Vieira Guimarães (UEM); Linnyer Beatrys Ruiz Aylon (UEM),"Este artigo descreve uma experiência de Educação 5.0 que engajou universidades e escolas públicas de ensino fundamental e médio em ações e reflexões sobre a disparidade de gênero e a necessidade de aumentar a presença feminina nas áreas do STEAM. Os resultados vieram do compartilhamento de conhecimentos, espaços criativos e materiais didáticos, bem como da ampliação das ações de formação técnica e diálogo com a sociedade.",0,Cluster 0,0,0_stem_projeto_feminina_áreas
220,2021,Comunidades de mulheres em tecnologia: estudo comunicacional e organizacional,Renata Loureiro Frade (Universidade de Aveiro),"Nos últimos dez anos verificou-se o aumento na criação e desenvolvimento de comunidades femininas em tecnologia no Brasil e em Portugal. Constituídas sobretudo em plataformas digitais, desenvolvem estratégias de comunicação multiplataforma para cumprimento de propósitos. Este trabalho visa apresentar resultados preliminares de pesquisa doutoral sobre como estas comunidades desempenham papel catalisador de inclusão, formação e ativismo de mulheres em tecnologia brasileiras e portuguesas. Pretende-se apresentar características organizacionais e comunicacionais destas comunidades, relacionadas ao paradigma tecnológico de Castells, a conceitos como ciberfeminismo, tecnofeminismo e social computing.",1,Cluster 1,-1,-1_computação_mulheres_meninas_cursos
221,2021,Desempenho Acadêmico e o Ingresso no Curso Superior: uma análise das estudantes ingressantes entre 2016 a 2020 do curso Técnico em Informática Integrado ao Ensino Médio,Daniela Marques (IFSP); André Constantino da Silva (IFSP); Gustavo Bartz Guedes (IFSP); Carlos Roberto dos Santos Junior (IFSP),"Artigos mostram que a participação do público feminino nos cursos superiores e no mercado coorporativo na área de Computação vem diminuindo com o passar do tempo. Porém, no curso Técnico em Informática Integrado ao Ensino Médio do Instituto Federal de São Paulo, campus Hortolândia, notou-se maioria de estudantes do sexo feminino, o que motivou esta pesquisa. Este artigo faz uma análise das notas das alunas nas disciplinas práticas em relação ao núcleo de formação geral uma vez que a maioria das alunas disseram não ter interesse no curso ou na área do curso e avalia a diferença de desempenho entre as disciplinas e a área escolhida para o curso superior.",5,Cluster 5,15,15_cursos_estudantes_computação_disciplinas
222,2021,Discriminação de gênero e inserção de meninas na área de  TI,Vanessa Petró (IFRS); Vinicius Hartmann Ferreira (IFRS); Renata Luiza Muller (IFRS); Jéssica Gabrieli Schmitz Hahn (IFRS); Leandro von Borstel Assmann (IFRS),"O estudo aborda as trajetórias escolares e profissionais de egressas de um Curso Técnico em Informática Integrado ao Ensino Médio. O objetivo do estudo é analisar aspectos que influenciam a formação de trajetórias profissionais femininas na área de TI. A pesquisa é de abordagem qualitativa, baseado no método de estudo de caso e realizou 09 entrevistas narrativas com egressas do referido Curso. A compreensão das trajetórias é feita a partir da concepção dos processos de socialização de gênero. Entre os principais resultados encontrados destacam-se as formas de preconceito de gênero no Curso, mesmo que quase sempre velados e as formas de discriminação no mundo do trabalho.",5,Cluster 5,6,6_pesquisa_egressas_estudo_viés
223,2021,"E aí meninas, qual vai ser? Agora sua carreira o jogo STEAM ParPow pode te ajudar a escolher",Victória Guimarães (UFAM); Larissa Pessoa (UFAM); Raquel Folz (UFAM); Lia Martins (UFAM / IFAM); Rosiane de Freitas (UFAM),"Neste artigo são abordados o desenvolvimento e a aplicação de um jogo de cartas que trabalha conteúdos de STEAM (ciências, tecnologias, engenharias, artes e matemática), cultura regional amazônica e a temática de mulheres em computação. Denominado de ParPow, o jogo é similar a um jogo de cartas muito conhecido (Dobble - Spot it). O desenvolvimento e entendimento do funcionamento do jogo envolve conceitos de geometria espacial, combinatória e algoritmos, e, sua jogabilidade trabalha a percepção visual, agilidade e raciocínio lógico, trabalhando, também, os quatro pilares do pensamento computacional: abstração, reconhecimento de padrão, decomposição e passo-a-passo algorítmico. Além de promover a divulgação de projetos de mulheres em STEAM no Brasil, o ParPow serviu de facilitador para promover o diálogo sobre assuntos de STEAM, principalmente com alunas do ensino médio que estavam na fase de escolha da carreira a seguir. A aplicação, em uma feira de profissões, demonstrou o quão atrativo e envolvente é o jogo e sua adequabilidade para demonstrar conceitos e aplicações interessantes em STEAM.",3,Cluster 3,2,2_jogo_história_personalidades_grace
224,2021,Impactos do Projeto Meninas Digitais em Egressas de TI: Meninas Digitais - UFSC,Francielli Freitas Moro (UFRGS); Rafaela Oliveira Padilha (UFSC); Luciana Bolan Frigo (UFSC),"A baixa representatividade feminina na área de TI vem sendo discutida há décadas em diferentes regiões do mundo. A participação das mulheres nesta área é fundamental para o desenvolvimento socioeconômico. Projetos associados ao Programa Meninas Digitais atuam no sentido de diminuir estes problemas. Este artigo apresenta os resultados de uma pesquisa feita com as alunas egressas participantes do projeto Meninas Digitais - UFSC. Os resultados apontam que a participação no projeto teve reflexos positivos na vida profissional destas mulheres, impactando desde a contratação até a participação delas em outras ações semelhantes.",1,Cluster 1,27,27_empresas_contratação_impactando_ti
225,2021,Mapeamento das Ações Realizadas pelos Projetos Parceiros do Programa Meninas Digitais na Região Sul,Aline Vieira de Mello (UNIPAMPA); Alice Fonseca Finger (UNIPAMPA); Letícia Gindri (UNIPAMPA); Amanda Meincke Melo (UNIPAMPA),"O Programa Meninas Digitais possui 116 projetos parceiros ativos, sendo que 23 são ou foram desenvolvidos na região Sul do Brasil. Este artigo apresenta e discute resultados de uma pesquisa exploratória e descritiva, de abordagem qualitativa, que tem como objetivo conhecer e divulgar as ações executadas por projetos parceiros do programa desenvolvidos nessa região. Com isso, espera-se evidenciar seu alinhamento com os objetivos do Programa Meninas Digitais, aproximações e diferenças em termos de temas e estratégias, assim como incentivar a cooperação entre os projetos.",1,Cluster 1,-1,-1_computação_mulheres_meninas_cursos
226,2021,Mulheres na Computação: de Norte a Sul - Uma Ação de Extensão na Pandemia na Busca pela Integração das Diferentes Regiões do Brasil,Letícia Gindri (UNIPAMPA); Patrícia Araújo-de-Oliveira (UNIFAP); Amanda Meincke Melo (UNIPAMPA); Aíla Maciel (UNIFAP); Ketrin Diovana Alves Rodrigues Vargas (UNIPAMPA); Marina Braun Otokovieski (UNIPAMPA); Raniely dos Anjos (UNIFAP),"Em um período no qual o isolamento social tornou-se estratégico ao combate à pandemia por Covid-19, muitas instituições precisaram rever sua forma de trabalho, migrando para o trabalho remoto. Isso ocorreu também nas universidades públicas. Nesse cenário, este artigo apresenta uma ação de extensão que tem entre seus objetivos divulgar o trabalho e dar voz a mulheres de todo o país que de alguma forma estão envolvidas com Ciência, Tecnologia e Computação. Desenvolvida de forma totalmente remota, envolvendo a colaboração de dois projetos parceiros do Programa Meninas Digitais, a ação Mulheres na Computação: de Norte a Sul contemplou 9 palestras online proferidas por mulheres, tendo alcançado o público alvo dentre as pessoas que assistiram a ação ao vivo.",1,Cluster 1,31,31_covid_pandemia_19_remoto
227,2021,Mulheres na Tecnologia da Informação: Histórico e Cenário Atual nos Cursos Superiores,Vívian Ludimila Aguiar Santos (IFNMG); Thales Francisco Mota Carvalho (UFVJM); Maria do Socorro Vieira Barreto (IFNMG),"O objetivo deste trabalho é salientar o histórico da participação feminina na área de Tecnologia da Informação (TI) e destacar o cenário feminino atual dos cursos superiores de TI no Brasil. Para isso, realizou-se uma pesquisa bibliográfica e uma análise dos microdados referentes ao Censo da Educação Superior do período de 2014 a 2019, disponibilizados pelo Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (INEP). Os resultados indicam a baixa representatividade feminina nos Cursos Superiores de TI no Brasil, durante o período estudado.",5,Cluster 5,3,3_brasil_feminina_cursos_superior
228,2021,Mundo Bit Byte:  Um jogo digital para disseminar o conhecimento sobre personalidades femininas na Computação,Ana Júlia L. Briceño (UnB); Ana Sofia S. Silvestre (UnB); Bianca P. Castro (Colégio Estadual Pedro Mourão); Hanani E. F. Soares (UnB); Tais A. Oliveira (UnB); Thamires P. Silva (UnB); Aleteia P. F. Araujo (UnB); Carla D. Castanho (UnB); Carla Cavalcante Koike (UnB); Maristela Holanda (UnB); Roberta B. Oliveira (UnB),"Há grandes personalidades femininas na história da computação que tiveram importante atuação nos feitos históricos desta área. Todavia, muitas vezes as suas contribuições são fracamente divulgadas e/ou os créditos dessas contribuições são negados às verdadeiras autoras. Assim, esse artigo propõe o jogo denominado Mundo Bit Byte, criado por um time de meninas de graduação e ensino médio, cuja temática e enredo são baseados em cinco personalidades femininas de destaque na área da Computação. Cada fase do jogo é inspirada na vida de uma dessas mulheres, mostrando, de uma forma lúdica e divertida, as conquistas e outros aspectos relevantes da trajetória da mulher tema da etapa. Uma versão demo do jogo contendo a primeira fase foi avaliada por 234 pessoas de diferentes níveis de escolaridade, gêneros e faixas etárias. Os resultados indicaram que a experiência com a primeira fase do jogo contribuiu para o conhecimento e despertou o interesse dos jogadores em conhecer mais sobre personalidades femininas na história da computação.",3,Cluster 3,2,2_jogo_história_personalidades_grace
229,2021,O papel das professoras no incentivo à carreira de Computação para meninas no Ensino Fundamental,Bruna Oenning Amador (UTFPR); Patrícia Abe Turato (UTFPR); Mayara Dal Vesco Hoger (UTFPR); Lara Morgado da Silva Santos (UTFPR); Silvia Amelia Bim (UTFPR); Rita Cristina Galarraga Berardi (UTFPR),"Muitas ações têm sido realizadas com o intuito de atrair mais meninas para a Computação, que vão desde oficinas com alunas do ensino fundamental até ações para mantê-las nas universidades uma vez que elas escolhem essa carreira. No Brasil, considerando os mais de 100 projetos parceiros do Meninas Digitais, a grande maioria destes têm as estudantes como foco das ações. No entanto, projetos com foco nas professoras do Ensino Fundamental também podem ser aliados à causa. Para isso, essas professoras precisam conhecer mais sobre as carreiras na Computação, o que fazem os profissionais, qual o perfil de atividade e, assim, auxiliar na divulgação da área. Este artigo evidencia essa demanda por projetos que auxiliem as professoras, uma vez que foi possível identificar visões estereotipadas e lacunas, importantes em conceitos sobre a área de Computação como um todo.",0,Cluster 0,15,15_cursos_estudantes_computação_disciplinas
230,2021,Panorama do percurso acadêmico feminino em um curso de Engenharia de Computação,Derivaldo Machado da Silva (UFPA); Viviane Almeida dos Santos (UFPA),"Mesmo com os avanços das questões de gênero mundialmente, na computação, as mulheres ainda sofrem com a cultura de que são incapazes para lidar com tarefas complexas. O presente estudo utiliza o método estudo de caso com uma abordagem do tipo quali-quanti para compreender o percurso acadêmico das mulheres em um curso de Engenharia de Computação. Foram analisadas as diferenças de desempenho por gênero, a permanência e evasão entre os sexos, e as dificuldades enfrentadas pelas mulheres no curso. Os resultados destacam a plena capacidade da mulher em acompanhar o curso, porém fatores influenciadores afetam sua motivação e precisam ser considerados para garantir sua permanência até conclusão.",5,Cluster 5,11,11_mulheres_tecnologia_cientista_escolhas
231,2021,Panorama sobre Participação das Mulheres no IHC,Êrica Peters do Carmo (UDESC); Ediana da Silva de Souza (UDESC); Arthur Felipe Herdt Schuelter (UDESC); Milene Selbach Silveira (PUCRS); Simone Diniz Junqueira Barbosa (PUC-Rio); Rebeca Schroeder (UDESC); Isabela Gasparini (UDESC),"Estudos apontam baixa participação de mulheres na Computação, fazendo com que entidades promovam ações específicas para tentar modificar este cenário. Especificamente em relação à comunidade de Interação Humano-Computador que, dentre suas frentes, discute aspectos de interdisciplinaridade e diversidade relacionados à construção de artefatos computacionais, é importante analisar, de forma mais rigorosa, o panorama de atuação das mulheres. Deste modo, este artigo apresenta uma pesquisa sobre a presença das mulheres nesta comunidade, a partir das publicações do Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais. Como resultado, podemos verificar um equilíbrio no número de autores e autoras nas publicações, especialmente nos últimos 5 anos. Porém, ao observar especificamente questões como o gênero do primeiro autor e estados brasileiros em que o autor atua, é possível observar diferenças nesta distribuição.",4,Cluster 4,13,13_wit_publicações_análise_anos
232,2021,Participação Feminina na Empresa Júnior de Computação - CJR da Universidade de Brasília,Alice Borges (UnB); Fernanda de Sousa (UnB); Maristela Holanda (UnB); Aleteia P. F. Araujo (UnB); Carla Cavalcante Koike (UnB); Roberta B. Oliveira (UnB),"Mulheres têm pouca inserção na área de Computação. Este é um problema não apenas no Brasil, mas também em diferentes países do mundo. A falta de diversidade de gênero em cursos de Computação no ensino superior no Brasil é reportada em diferentes artigos, e isso reflete diretamente no  mercado de trabalho. Uma iniciativa que tem levado os estudantes universitários a inserir-se no mercado de trabalho durante a universidade é o movimento de empresas juniores. Neste contexto, este artigo apresenta uma análise da participação feminina na CJR, uma empresa júnior do Departamento de Ciência da Computação da Universidade de Brasília (UnB). Além de descrever ações para aumentar a representativa feminina na empresa, como ação para seleção com tema de princesas e o processo de seleção ser realizado por mulheres. Após essas ações os resultados foram que a parte de liderança da empresa á ocupada por 50% de mulheres e o número de alunas passou de 2% em 2018, para 16% em 2020.",5,Cluster 5,-1,-1_computação_mulheres_meninas_cursos
233,2021,Relato de Experiência: Comunidade de Inteligência Artificial para Mulheres,Poliana Nascimento Ferreira (AI Girls / UFABC); Laura Damaceno de Almeida (AI Girls / UAM); Andressa da Silva Siqueira (AI Girls / IME); Beatriz Pereira (AI Girls),"A comunidade de tecnologia AI Girls tem o objetivo de promover o protagonismo feminino em Inteligência Artificial, vista a falta de diversidade na área. Neste relato de experiência, é apresentada a AI Girls desde a sua fundação. A organização dá-se através de áreas e reuniões estruturadas de planejamento entre as coordenadoras. As ações envolvem eventos e projetos variados, como clube de leitura e mentoria de artigos, sempre levando em consideração as necessidades das participantes. Atualmente, há mais de 4000 mulheres na comunidade e mais de 35 horas de conteúdo produzido em um ano. Os feedbacks coletados através de pesquisa, depoimentos escritos e verbais atestam o sucesso da iniciativa e moldam os próximos passos.",4,Cluster 4,-1,-1_computação_mulheres_meninas_cursos
234,2021,Segregação ocupacional por gênero e fator de personalidade assistência na área de tecnologia,Alessandra Herranz Gazquez (UNICESUMAR); Regiane da Silva Macuch (UNICESUMAR),"O principal objetivo deste estudo focou-se em entender se o fator assistência, frequentemente associado ao gênero feminino, faz parte do traço de personalidade de mulheres que ocupam funções na área de informática. A partir de uma amostra constituída por 752 sujeitos adultos de ambos os gêneros que responderam ao Inventário Fatorial de Personalidade (IFP-II) no decorrer de dez anos, obteve-se como resultados que tanto homens como mulheres apresentam nível semelhante em relação ao fator estudado, o que leva a compreensão que a segregação ocupacional ao gênero feminino sofre mais influências sociais e culturais que pelo traço de personalidade.",5,Cluster 5,21,21_identificou_fatores_desigualdade_traço
235,2021,Transformando ações extensionistas para o ambiente digital: Um relato de experiência no projeto Meninas Digitais do Vale,Maria Victoria S. Fiori (UFC); Maria Elanne M. Rodrigues (UFC); Lauana Maria C. de Oliveira (UFC); Ariany Almeida Maia (UFC); Marina da S. Rocha (UFC); Victoria Gabriella R. Pereira (UFC); Jacilane de H. Rabelo (UFC); Anna Beatriz Marques (UFC),"O projeto Meninas Digitais do Vale visa fortalecer a participação feminina nos cursos de Computação da Universidade Federal do Ceará - Campus Russas. Devido à pandemia, ocasionada pelo novo coronavírus COVID-19, foi necessário o isolamento social e a adaptação de atividades acadêmicas para o modo remoto. Diante disso, o projeto desenvolveu suas ações de forma remota com o objetivo de continuar suas atividades de extensão no período de distanciamento social, tendo como principal aliada às redes sociais. O projeto promoveu cursos de longa e curta duração, produção de conteúdos temáticos da área e eventos direcionados à comunidade acadêmica e ao público em geral. Para avaliar a experiência das participantes nas ações, foram adotados questionários. Uma análise quantitativa e qualitativa  foi conduzida sobre os resultados da avaliação dos cursos e ações promovidas pelo projeto.",1,Cluster 1,31,31_covid_pandemia_19_remoto
236,2021,Uma Análise Regional sobre o Perfil de Estudantes Concluintes em cursos STEAM através do ENADE,Jeovana Leão (UFAM); Adrya Araújo (UFAM); Bruna Mariana F. de Souza (UFAM); Julis Figueira de Araújo (UFAM); Kalil Ferreira (UFAM); Mariana Barros (UFAM); Tanara Lauschner (UFAM); Fabiola Guerra Nakamura (UFAM),"Visando investigar o perfil de estudantes concluintes de cursos nas áreas STEAM no estado do Amazonas, este artigo analisa dados socioeconômicos dos participantes do ENADE (Exame Nacional de Desempenho dos Estudantes) nos anos de 2017 a 2019. Os resultados mostraram que a maioria dos estudantes ainda é masculina, que mulheres em sua maioria apresentavam características de vulnerabilidade econômica e a falta de representatividade quando o gênero foi associado à raça indígena. Além da permanência do estigma de gênero associado a motivação para escolha de curso quando comparada entre os homens e mulheres da amostra. Conclui-se que há a necessidade de realização de análises mais aprofundadas em determinados aspectos da pesquisa, como a interligação de dados do ensino básico, porém a análise feita neste artigo verificou a indispensabilidade de ações dentro de instituições de ensino superior que contribuam para a permanência de estudantes.",5,Cluster 5,8,8_preconceito_políticas_dados_homens
237,2021,Uma análise sobre a importância de um projeto com ações direcionadas ao acolhimento de ingressantes de cursos de Computação: Um estudo qualitativo,Marina da S. Rocha (UFC); Karina Castelo Branco (UFC); Ana Lara S. Oliveira (UFC); Lauana M. C. de Oliveira (UFC); Maria Victoria S. Fiori (UFC); Jacilane de H. Rabelo (UFC); Anna Beatriz Marques (UFC),"A evasão de alunas nos primeiros semestres dos cursos de Computação vem sendo cada vez mais frequente. Desse modo, busca-se tornar mais presentes ações que engajem, apoiem e acolham as alunas nos semestres iniciais. Partindo disso, a iniciativa de apadrinhamento acadêmico é uma ação que tem como objetivo identificar e analisar as principais dificuldades e motivações das alunas ingressantes para assim, desenvolver atividades que possam mudar essa realidade e fornecer o apoio necessário. Este artigo apresenta uma pesquisa que teve como objetivo coletar o feedback de nove alunas dos cursos de Ciência da Computação e Engenharia de Software participantes de uma iniciativa de apadrinhamento acadêmico. Uma análise qualitativa, por meio da metodologia Grounded Theory, foi realizada para explorar o impacto da iniciativa e sugestões de melhorias.",1,Cluster 1,6,6_pesquisa_egressas_estudo_viés
238,2021,Uma Iniciativa para Aumentar a Participação Feminina nas Competições de Programação: um Relato de Experiência,Alice Lima (UnB); Maria Eduarda Santos (UnB); Tong Zhou (UnB); Maristela Holanda (UnB); Aleteia P. F. Araujo (UnB); Carla Cavalcante Koike (UnB); Vinícius R. P. Borges (UnB); Roberta B. Oliveira (UnB),"Competições de programação podem proporcionar várias habilidades aos participantes. Atualmente, a participação feminina ainda não é muito expressiva em competições de programação. O presente artigo apresenta uma iniciativa realizada no Departamento de Ciência da Computação da Universidade de Brasília, com o objetivo de aumentar o número de meninas nas competições de programação e, portanto, possibilitar que elas tenham oportunidades para adquirir as habilidades proporcionadas pelas competições. Os resultados da iniciativa mostraram que as meninas sentiram-se mais motivadas e participaram de mais atividades relacionadas a competições de programação do que em anos anteriores.",2,Cluster 2,28,28_competições_programação_the_in
239,2021,Unindo o Útil ao Agradável: Ação de Extensão de Formação em Informática para Mulheres em Vulnerabilidade Social,Renata Luiza da Costa (IFG); Celyce de Sousa Gonçalves Lula (IFG); Débora Guerra de S. Guinati (IFG); Stéfany de Castro Souza (IFG),"Este artigo apresenta resultados de uma ação de formação em informática desenvolvida para mulheres em vulnerabilidade social. A partir do interesse em oferecer oportunidade de aprendizagem profissional e da realidade de déficit de profissionais mulheres na área da Informática, a proposta integrou conteúdos de Informática Básica, Empreendedorismo, Discussões de Gênero e Motivacionais, e Design de Sites. Dentre outros resultados, foi possível perceber que a extensão é um caminho para atração de mulheres para a área da Informática, mas, para que permaneçam nos cursos, também foi identificado que são necessárias outras medidas de apoio assistencial, tendo em vista o perfil de vulnerabilidade social.",5,Cluster 5,4,4_the_tecnologia_mulheres_informática
240,2021,Violência simbólica na área de Tecnologia: análise de relatos de alunas em um curso de Engenharia de Computação,Kamilla Taiwhscki B. Silva (UFPA); Ildenê F. S. Mota (UFPA); Viviane A. Santos (UFPA),A discriminação de mulheres na computação acontece de diversas maneiras. Relatos de alunas foram coletados para analisar a desigualdade presente nas falas de professores e alunos do curso. O mapeamento destas situações de preconceito de gênero contribuiu para a evolução de uma taxonomia proposta para este fim. Espera-se que este estudo contribua também na sensibilização e transformação deste cenário.,5,Cluster 5,21,21_identificou_fatores_desigualdade_traço
241,2021,Women in Technology: Uma análise bibliométrica dos últimos cinco anos,Andréa Sabedra Bordin (UFSC); Isadora Garcia Ferrão (USP); Kalinka R. L. J. C. Branco (USP),"Este artigo tem como objetivo prover uma análise bibliométrica dos cinco anos do  workshop Women in Tehcnology (WIT). A pesquisa utiliza indicadores de Produtividade e Impacto, bem como indicadores de Colaboração Científica. A análise revela que o número de artigos, autores e citações aumentaram no decorrer dos anos. Já a rede de colaboração científica aparece fragmentada, com muitos grupos publicando de forma isolada. É possível concluir que o WIT está se fortalecendo enquanto espaço para compartilhamento de experiências e conhecimento de uma comunidade ativa e interessada na temática mulheres na tecnologia.",4,Cluster 4,13,13_wit_publicações_análise_anos
242,2021,A interdisciplinaridade em um curso de extensão como forma de empoderamento feminino na computação,Sara L. de Farias (IF GOIANO); Maria Isabela S. Nunes (IF GOIANO); Thalia S. de Santana (IF GOIANO); Natália do C. Louzada (IF GOIANO); Ramayane B. Braga (IF GOIANO); Adriano H. Braga (IF GOIANO),"Durante o ano de 2020 em decorrência da pandemia provocada pela COVID-19 foi ofertado um curso totalmente online com inscrição gratuita e livre para quaisquer participantes. O conteúdo programático do curso abordou principalmente os seguintes temas: Introdução aos Estudos Feministas, História das Mulheres na Computação e Pensamento Computacional, totalizando uma carga horária de 100 horas. A iniciativa alcançou participantes de 17 estados brasileiros, os quais avaliaram-na como socialmente importante, em especial, por abordar interdisciplinarmente conteúdos que frequentemente não são contemplados em cursos regulares.",5,Cluster 5,31,31_covid_pandemia_19_remoto
243,2021,A representatividade feminina nos jogos digitais,Luciana P. de Araújo Kohler (FURB); Leonardo Fronza (FURB); Andreza Sartori (FURB); Krysthie Burger (FURB); Jennyfer Araújo (FURB),"Este artigo apresenta a pesquisa realizada na base de dados da plataforma Steam em relação a personagens femininas nos jogos digitais. A partir dos 100 primeiros jogos mais jogados, encontrou-se apenas 19 jogos que contemplam personagens femininas de modo que somente um deles representa mais de 50% de personagens femininas em relação ao total. Ainda, dentre os jogos analisados, percebe-se que os jogos no estilo de Battle Arena são os mais apelativos em relação a personagem feminina, caracterizando-as com imagens eróticas e mais sexualizadas.",3,Cluster 3,10,10_jogos_personagens_digitais_desenvolvimento
244,2021,Análise da Participação de Meninas e Mulheres no Ensino Médio em Informática do Instituto Federal de Brasília,Sylvana Karla S. L. Santos (IFB),"Este artigo tem como objetivo caracterizar a presença de meninas e mulheres em um curso de ensino médio integrado em informática do Instituto Federal de Brasília. A pesquisa é exploratória com coleta dos dados por meio de questionário que contou com a participação de 21 alunas matriculadas no curso. Os resultados mostram que as participantes consideram relevante a qualidade do curso e acreditam na empregabilidade com a conclusão. Ponderam, no entanto, preconceito por parte da família e dos colegas durante o curso.",5,Cluster 5,-1,-1_computação_mulheres_meninas_cursos
245,2021,Análise da presença de alunas dos cursos da área de Computação da UFRN,Soraya R. S. Medeiros (UFRN); Inácio G. Medeiros (UFRN),"Este estudo tem como objetivo analisar a presença de alunas nos cursos da área de Computação da UFRN. Para tanto, foram utilizados dados abertos da instituição sobre alunas e alunos ingressantes e do INEP. Como resultados, verificou-se que o percentual de alunas ingressantes nos cursos analisados é inferior em relação ao percentual de alunos. Identificou-se também que existem iniciativas em dois dos cursos para reverter este cenário, contudo são pontuais e não apresentam continuidade.",5,Cluster 5,-1,-1_computação_mulheres_meninas_cursos
246,2021,"Comunidade Women Techmakers João Pessoa: história, conquistas e percepção inicial sobre suas integrantes",Ivyna Rayany Santino Alves (UFCG); Marcella Medeiros Siqueira C. de Almeida (UFCG); Elayni Franco (UFPB); Luciana Gomes (UEPB); Vanessa Dantas (UFPB),"Ainda são muitos os desafios que impedem as mulheres de iniciar e permanecer na área de tecnologia, e boa parte deles diz respeito a barreiras culturais e à falta de acolhimento nos ambientes acadêmicos e profissionais. A criação de comunidades femininas e a realização de eventos para esse público têm se mostrado importantes iniciativas para incentivá-las a crescer e também dar visibilidade a suas necessidades e seu potencial. O presente trabalho relata o impacto de uma dessas comunidades, iniciada em 2016 no Estado da Paraíba, e apresenta uma análise inicial do perfil das mulheres que a compõem em relação a aspectos como raça, idade e identidade de gênero.",1,Cluster 1,-1,-1_computação_mulheres_meninas_cursos
