nome,freq,rank,sexo
DEISE,66902,233,F
ISABELE,66609,234,F
KEILA,66407,235,F
EVELIN,66167,236,F
ANDREZA,65919,237,F
ADRIELE,65797,238,F
JOSEANE,65464,239,F
LOURDES,64837,240,F
YASMIM,64724,241,F
ALZIRA,64176,242,F
CARINA,63313,243,F
ERIKA,62909,244,F
GISLAINE,62587,245,F
EMILY,61969,246,F
JAMILE,61886,247,F
CLAUDETE,61804,248,F
CATARINA,61659,249,F
GESSICA,61002,250,F
MANUELA,60907,251,F
TELMA,60157,252,F
ELEN,60039,253,F
ARLETE,59608,254,F
GENI,59496,255,F
HELOISA,59109,256,F
ELIZETE,58849,257,F
VALDIRENE,58793,258,F
VALQUIRIA,58746,259,F
ELOISA,58521,260,F
NADIR,57078,261,F
JULIANE,57043,262,F
ZELIA,56967,263,F
JANDIRA,56747,264,F
DIRCE,56701,265,F
EMILI,56555,266,F
CARMEN,56433,267,F
FABIOLA,56394,268,F
AMELIA,56130,269,F
REJANE,56125,270,F
ESTEFANI,56002,271,F
MAIRA,55979,272,F
ANNA,55426,273,F
ELISA,54697,274,F
RUTE,54524,275,F
ELIZABETH,54504,276,F
LUZINETE,54474,277,F
IOLANDA,54261,278,F
PRICILA,54105,279,F
ROSALINA,52878,280,F
MADALENA,52610,281,F
LEIDIANE,52269,282,F
ROSEANE,52087,283,F
MAISA,51924,284,F
OLGA,51910,285,F
CAMILE,51746,286,F
EMILIA,51601,287,F
FABIANE,51491,288,F
NADIA,51186,289,F
MARILDA,50747,290,F
EDITE,50551,291,F
VIVIAN,50377,292,F
PAOLA,50322,293,F
NATHALIA,49921,294,F
CLEUZA,49893,295,F
LUCIMARA,49699,296,F
TAMARA,49093,297,F
GLAUCIA,49022,298,F
LIGIA,48911,299,F
NUBIA,48527,300,F
NOEMIA,48383,301,F
MARGARETE,48363,302,F
DAMIANA,48290,303,F
ROSE,48163,304,F
SALETE,48095,305,F
CELINA,48001,306,F
NAYARA,47812,307,F
ROSIANE,47806,308,F
IVETE,47674,309,F
SIRLEI,47302,310,F
LUCINEIA,47254,311,F
GRAZIELE,46991,312,F
ANGELINA,46649,313,F
GLORIA,46611,314,F
IRIS,46582,315,F
NORMA,46548,316,F
ELENICE,46388,317,F
HILDA,46291,318,F
ROSILDA,46192,319,F
IASMIN,46098,320,F
ADRIANE,45999,321,F
MARISTELA,45328,322,F
LUCINEIDE,45275,323,F
SIRLENE,45195,324,F
SILMARA,45004,325,F
RUTH,44878,326,F
MARIZA,44877,327,F
VICTORIA,44655,328,F
SILVANIA,44572,329,F
VALDETE,44355,330,F
NILDA,44347,331,F
ELLEN,44118,332,F
ANDRESA,43859,333,F
MELISSA,43747,334,F
CREUZA,43371,335,F
JEANE,43143,336,F
LINDALVA,42964,337,F
ROSINEIDE,42875,338,F
JACIRA,42809,339,F
IVANI,42196,340,F
DANIELI,42152,341,F
IASMIM,42111,342,F
JOYCE,42083,343,F
EDINA,41963,344,F
GABRIELI,41833,345,F
JOSILENE,41583,346,F
ALAIDE,41477,347,F
JUDITE,41380,348,F
MARINETE,41122,349,F
DIVINA,41065,350,F
OLIVIA,41013,351,F
GRAZIELA,40710,352,F
MICHELI,40519,353,F
DILMA,40479,354,F
KARLA,40230,355,F
ELENA,39992,356,F
MAURA,39746,357,F
CRISTIANA,39704,358,F
CARINE,39540,359,F
DIVA,39353,360,F
VANUSA,39127,361,F
LEDA,38933,362,F
GEANE,38899,363,F
RAYANE,38867,364,F
ESTELA,38827,365,F
IVANETE,38678,366,F
TAIANE,38667,367,F
VIRGINIA,38422,368,F
CARMELITA,38403,369,F
KELI,38310,370,F
SAMIRA,38081,371,F
HELEN,38043,372,F
MILENE,37963,373,F
EMANUELE,37734,374,F
DAYANE,37577,375,F
GIOVANNA,37277,376,F
MEIRE,37252,377,F
ZENAIDE,37229,378,F
ANITA,37219,379,F
STEFANI,37179,380,F
ISAURA,37175,381,F
NELI,37125,382,F
ADELIA,36789,383,F
DOMINGAS,36742,384,F
LAIANE,36661,385,F
MARINES,36638,386,F
VANDERLEIA,36438,387,F
ISABELLA,36295,388,F
NATALI,36273,389,F
QUITERIA,36209,390,F
SARAH,36119,391,F
AUREA,36052,392,F
BERNADETE,36023,393,F
DANIELLE,35814,394,F
IVANILDA,35718,395,F
IRANI,35651,396,F
LEONICE,35244,397,F
ANE,35222,398,F
FRANCIELI,34960,399,F
SHIRLEY,34892,400,F
IZABELA,34860,401,F
MAGDA,34688,402,F
EDILEUZA,34653,403,F
ROSEMEIRE,34469,404,F
MARIZETE,34435,405,F
JOSELIA,34335,406,F
LEANDRA,34146,407,F
MIRELA,33964,408,F
ELIZA,33639,409,F
SUELY,33476,410,F
CIBELE,33209,411,F
FABRICIA,33138,412,F
DORALICE,33110,413,F
LUCI,33091,414,F
SORAIA,33078,415,F
SOCORRO,32921,416,F
ALDA,32789,417,F
GILMARA,32584,418,F
ZENILDA,32559,419,F
MARCILENE,32556,420,F
MICHELLE,32430,421,F
ANGELITA,32185,422,F
DULCE,32141,423,F
JAINE,31785,424,F
ADELAIDE,31777,425,F
EMILLY,31715,426,F
CELMA,31707,427,F
ILMA,31613,428,F
ROSALIA,31593,429,F
CLAUDINEIA,31448,430,F
MANOELA,31356,431,F
EMILE,31053,432,F
ELVIRA,31046,433,F
IONE,30911,434,F
NARA,30800,435,F
TALIA,30784,436,F
GISLENE,30652,437,F
LUCELIA,30606,438,F
LAILA,30529,439,F
VANILDA,30489,440,F
JUCILENE,30390,441,F
GILDA,30258,442,F
MATILDE,30128,443,F
JURACI,30030,444,F
MARLUCE,30022,445,F
JACIARA,29847,446,F
EVELYN,29846,447,F
GLEICE,29767,448,F
NEIVA,29766,449,F
ESTEFANE,29682,450,F
LAISA,29208,451,F
ROMILDA,29113,452,F
SAMANTA,29055,453,F
ROSIMERE,28993,454,F
OLINDA,28989,455,F
JANICE,28935,456,F
MARINEIDE,28764,457,F
IEDA,28707,458,F
BEATRIS,28622,459,F
EDVANIA,28617,460,F
LAVINIA,28598,461,F
JUREMA,28567,462,F
RAISA,28505,463,F
FRANCILENE,28503,464,F
ELANE,28422,465,F
LUDIMILA,28325,466,F
ILZA,28298,467,F
MARILZA,28205,468,F
ADELINA,28126,469,F
GRACIELE,28027,470,F
JOSEFINA,27873,471,F
SHIRLEI,27761,472,F
DALILA,27549,473,F
LEIA,27318,474,F
IVANILDE,27214,475,F
NAIANE,26951,476,F
NOEMI,26595,477,F
NOELI,26564,478,F
CAROLAINE,26402,479,F
NATALINA,26377,480,F
JENNIFER,26343,481,F
ALCIONE,26268,482,F
CLEIDIANE,26093,483,F
ALBERTINA,25798,484,F
TAISA,25740,485,F
YARA,25683,486,F
MARI,25678,487,F
MAGALI,25634,488,F
KAROLINE,25529,489,F
KELY,25268,490,F
LARISA,25237,491,F
WILMA,25206,492,F
EDIVANIA,25120,493,F
NAZARE,25072,494,F
CREUSA,24781,495,F
JUCELIA,24674,496,F
CLAUDIANE,24655,497,F
GEISA,24600,498,F
VALDELICE,24593,499,F
LILIA,24555,500,F
CRISLAINE,24517,501,F
EDNALVA,24421,502,F
ROSENILDA,24358,503,F
MARLY,24358,504,F
CLEIA,24310,505,F
ANNE,24280,506,F
EDINALVA,24236,507,F
BERENICE,24150,508,F
IVANA,24145,509,F
KAUANE,24144,510,F
EDINEIA,24021,511,F
VANUZA,23959,512,F
LUDMILA,23829,513,F
KAMILA,23741,514,F
LINDINALVA,23616,515,F
FRANCINE,23564,516,F
SUSANA,23386,517,F
AGATA,23309,518,F
ZILMA,23275,519,F
LENI,23191,520,F
KAILANE,23145,521,F
ALICIA,23142,522,F
FRANCINETE,23075,523,F
CAROL,23025,524,F
JESICA,22984,525,F
ARIANA,22968,526,F
ISABELI,22943,527,F
LEONILDA,22917,528,F
ROSIMAR,22916,529,F
ZULEIDE,22879,530,F
NILVA,22828,531,F
RAYSSA,22784,532,F
SANTA,22742,533,F
VALDINEIA,22696,534,F
IDALINA,22678,535,F
MERCIA,22626,536,F
KESIA,22527,537,F
EDILAINE,22491,538,F
KENIA,22456,539,F
JULIETA,22361,540,F
SOPHIA,22355,541,F
RUBIA,22268,542,F
MERCEDES,22097,543,F
SUELEM,22084,544,F
IVANIR,22035,545,F
ELISABETH,22023,546,F
JOSE,22021,547,F
STEFANY,22019,548,F
IRMA,21901,549,F
GABRIELLE,21808,550,F
ELISETE,21775,551,F
HELLEN,21734,552,F
ENI,21514,553,F
CLARISSE,21473,554,F
CLAUDIANA,21348,555,F
THAINA,21246,556,F
LENIR,21236,557,F
THALITA,21165,558,F
IVANEIDE,21161,559,F
ISABELLE,21071,560,F
PAULINA,21027,561,F
GISELI,20969,562,F
DARCI,20941,563,F
JORDANA,20857,564,F
VALDECI,20831,565,F
MAYRA,20786,566,F
MARLUCIA,20751,567,F
ANALIA,20640,568,F
ELIS,20618,569,F
CILENE,20612,570,F
JOSELITA,20571,571,F
DARLENE,20456,572,F
VALDENICE,20436,573,F
MARILEIDE,20405,574,F
ELISANDRA,20402,575,F
SANTINA,20397,576,F
LEONOR,20356,577,F
KATIANE,20323,578,F
DOLORES,20315,579,F
ANTONIETA,20308,580,F
DORACI,20224,581,F
GLEICIANE,20219,582,F
ISIS,20197,583,F
ADRIELI,20110,584,F
GUIOMAR,20026,585,F
AURORA,19818,586,F
ESMERALDA,19769,587,F
NICOLI,19749,588,F
MARIELE,19745,589,F
EMANUELA,19738,590,F
MARCELE,19553,591,F
EDNEIA,19470,592,F
BETANIA,19442,593,F
GENILDA,19416,594,F
FRANCIANE,19406,595,F
GILDETE,19380,596,F
VANESA,19321,597,F
MAGNA,19237,598,F
JACKELINE,19214,599,F
ELIDA,19160,600,F
EFIGENIA,19117,601,F
LAZARA,19088,602,F
FILOMENA,19082,603,F
DULCINEIA,19074,604,F
NELCI,18970,605,F
DEJANIRA,18956,606,F
LINDAURA,18898,607,F
CANDIDA,18875,608,F
LORRANE,18871,609,F
THAMIRES,18741,610,F
NANCI,18719,611,F
ELOA,18679,613,F
GIULIA,18679,612,F
LANA,18540,614,F
GREICE,18473,615,F
JOAQUINA,18464,616,F
FRANCINEIDE,18288,617,F
ALMERINDA,18286,618,F
ALEXSANDRA,18137,619,F
NAIRA,18123,620,F
FABIA,18102,621,F
ELI,18046,622,F
RENILDA,18033,623,F
EDILEUSA,18006,624,F
ROSINETE,17984,625,F
LORRAINE,17862,626,F
FLAVIANA,17783,627,F
JOSENILDA,17773,628,F
NELMA,17715,629,F
TAMIRIS,17512,630,F
ANDRIELE,17497,631,F
ARACI,17470,632,F
ELSA,17450,633,F
ARLENE,17440,634,F
ROSELAINE,17398,635,F
MICAELE,17382,636,F
LIA,17378,637,F
DINA,17363,638,F
GEOVANNA,17363,639,F
LUCIVANIA,17311,640,F
KELLI,17246,641,F
LEILIANE,17204,642,F
NILSA,17113,643,F
EDJANE,17056,644,F
EUGENIA,17038,645,F
SUELLEN,17019,646,F
GIRLENE,16976,647,F
JOSINEIDE,16960,648,F
ALESANDRA,16897,649,F
JAIANE,16888,650,F
LEIDE,16841,651,F
MARY,16798,652,F
KETLIN,16736,653,F
NILCE,16693,654,F
ARLINDA,16690,655,F
AMARA,16682,656,F
MORGANA,16644,657,F
ELIZANDRA,16631,658,F
AUGUSTA,16615,659,F
CIRLENE,16570,660,F
ELENIR,16484,661,F
NILMA,16472,662,F
GRACA,16433,663,F
INGRIDE,16407,664,F
ANALICE,16354,665,F
NATASHA,16347,666,F
JOVELINA,16340,667,F
BRENA,16317,668,F
INACIA,16292,669,F
ELMA,16214,670,F
JENIFFER,16163,671,F
DELMA,16112,672,F
VALDILENE,16012,673,F
MARLEIDE,15990,674,F
ENEDINA,15954,675,F
TAISE,15951,676,F
JEOVANA,15888,677,F
JAKELINE,15787,678,F
EDILMA,15687,679,F
ELENITA,15645,680,F
LEA,15596,681,F
EURIDES,15577,682,F
ALBA,15526,683,F
NATIELE,15482,684,F
ALEXIA,15471,685,F
CAUANE,15469,686,F
FLAVIANE,15415,687,F
DENIZE,15404,688,F
OTILIA,15377,689,F
GABRIELLY,15293,690,F
LENICE,15285,691,F
VICENTINA,15275,692,F
ESTEFANY,15216,693,F
MIRELE,15126,694,F
LUCICLEIDE,15118,695,F
ROSENI,15079,696,F
LUCILIA,14958,697,F
LUCINETE,14907,698,F
IZAURA,14891,699,F
JANIELE,14859,700,F
SUZANE,14849,701,F
CAMILI,14831,702,F
NADJA,14578,703,F
TAILA,14574,704,F
IVONEIDE,14573,705,F
SAMIA,14563,706,F
SIMONI,14525,708,F
ROSEMARY,14525,707,F
MARGARETH,14510,709,F
GILVANIA,14489,710,F
AMALIA,14435,711,F
SILENE,14431,712,F
TAUANE,14408,713,F
JOSIELE,14385,714,F
NIVEA,14278,715,F
DINALVA,14267,716,F
VALENTINA,14263,717,F
ZUMIRA,14229,718,F
MARCIANA,14228,719,F
JAMILI,14218,720,F
TAYNA,14216,721,F
ROSELENE,14195,722,F
LISIANE,14189,723,F
IVANIA,14142,724,F
PIETRA,14113,725,F
JHENIFER,14094,726,F
MAIANE,14083,727,F
MICAELA,14082,728,F
LAURINDA,14036,729,F
LUANE,14025,730,F
CASSIANE,13975,731,F
ROGERIA,13861,732,F
ROSIMERI,13855,733,F
CLEUNICE,13844,734,F
ARIELE,13815,735,F
LUCILA,13748,736,F
GABRIELLA,13740,737,F
WANDA,13723,738,F
VALMIRA,13706,739,F
KALINE,13687,740,F
TAYNARA,13677,741,F
ROSARIA,13667,742,F
CHEILA,13629,743,F
CLARISSA,13596,744,F
NELZA,13572,745,F
GRASIELE,13547,746,F
DIANE,13499,747,F
ELOIZA,13498,748,F
THAYNA,13480,749,F
SILVA,13433,750,F
JACINTA,13431,751,F
JOSELMA,13391,752,F
NATALY,13378,753,F
NIVIA,13352,754,F
TAILANE,13333,755,F
JACI,13309,756,F
JACQUELINE,13290,757,F
OSMARINA,13244,758,F
LAIZA,13235,759,F
ANANDA,13231,760,F
GEISIANE,13222,761,F
JOSELI,13218,762,F
LAUDICEIA,13138,763,F
LIANE,13137,764,F
THALIA,13039,765,F
AGATHA,13012,766,F
EDIANE,12958,767,F
MARLETE,12951,768,F
CINTHIA,12908,769,F
CACILDA,12901,770,F
DANILA,12869,771,F
IZADORA,12820,772,F
MARIETA,12801,773,F
EMANUELI,12714,774,F
CLEMILDA,12674,775,F
SINTIA,12654,777,F
TACIANA,12654,776,F
DORA,12627,778,F
ALANE,12545,779,F
CELI,12453,780,F
ISA,12448,781,F
JULIETE,12404,782,F
MONALISA,12374,783,F
JANINE,12297,784,F
JORGINA,12265,785,F
MARIANGELA,12254,786,F
MIRIA,12214,787,F
JOAO,12184,788,F
CELESTE,12166,789,F
GRACIELA,12136,790,F
HOSANA,12095,791,F
LUZIANE,12085,792,F
HELIA,12050,793,F
RAIANA,12035,794,F
ELEM,11972,795,F
TAISSA,11911,796,F
LUCINDA,11909,797,F
NELSA,11860,798,F
COSMA,11840,799,F
CATIANE,11821,800,F
STEFANE,11803,801,F
IDA,11784,802,F
PEDRINA,11763,803,F
GERALDINA,11748,804,F
DAYANA,11745,805,F
LILIANA,11739,806,F
DIONE,11682,807,F
CRISLANE,11676,808,F
ISABELLY,11661,809,F
DANDARA,11656,810,F
NEILA,11616,811,F
GRAZIELI,11595,812,F
LAISE,11592,813,F
RAILANE,11586,814,F
YOLANDA,11561,815,F
LENILDA,11557,816,F
JACILENE,11546,817,F
KELIANE,11533,818,F
SINARA,11506,819,F
IZABELE,11499,820,F
ERCILIA,11487,821,F
AGDA,11482,822,F
MARCELINA,11454,824,F
ETELVINA,11454,823,F
PALMIRA,11434,825,F
CLELIA,11389,826,F
VALESCA,11360,827,F
ESTHER,11349,828,F
KETLEN,11342,829,F
ALVINA,11335,830,F
NILZETE,11332,831,F
ODILA,11323,832,F
MARISE,11314,833,F
RACHEL,11299,834,F
JADE,11297,835,F
EULALIA,11287,836,F
ROSELIA,11285,837,F
JUCIARA,11279,838,F
WANESSA,11272,839,F
ROSEMARI,11220,840,F
LAURITA,11219,841,F
DANUBIA,11218,842,F
NOELIA,11216,843,F
JOISE,11214,845,F
DEISIANE,11214,844,F
CAREN,11189,846,F
INGRIDI,11171,847,F
DARA,11137,848,F
LENITA,11113,849,F
ELENILDA,11094,850,F
MARILENA,11091,851,F
EVILIN,11069,852,F
MARCELI,11068,853,F
GESICA,11030,854,F
ROSILEIDE,10988,855,F
GERLANE,10980,856,F
EMANUELLE,10944,857,F
ELENI,10935,858,F
MAYSA,10892,859,F
ALDENORA,10873,860,F
MARLUCI,10851,861,F
TABATA,10810,862,F
THAYS,10805,864,F
NATACHA,10805,863,F
ANDRIELI,10784,865,F
JUNIA,10783,866,F
MARLEI,10780,867,F
JOCELIA,10760,868,F
ESTELITA,10744,869,F
ZULMIRA,10743,870,F
LUCIDALVA,10735,871,F
CREMILDA,10706,872,F
MARILEIA,10689,873,F
DAYSE,10687,874,F
RAILDA,10679,875,F
LENIRA,10678,876,F
CLAIR,10656,877,F
VERIDIANA,10643,878,F
TATIELE,10617,879,F
SAMILA,10574,880,F
THAISA,10553,881,F
IRIA,10533,882,F
LISANDRA,10524,883,F
QUEILA,10514,884,F
KELEN,10506,885,F
LUCAS,10492,886,F
MIRTES,10471,887,F
ALMIRA,10462,888,F
STEPHANIE,10446,889,F
ROSICLEIDE,10439,890,F
JULIENE,10437,891,F
SANDY,10432,892,F
CAMILLA,10422,893,F
ONDINA,10379,894,F
EDINEIDE,10377,895,F
ADRIA,10362,896,F
DEBORAH,10353,897,F
EDILANE,10312,898,F
ROSEMERE,10308,899,F
JOCILENE,10302,900,F
RUTI,10282,901,F
LIANA,10268,902,F
ELINE,10249,903,F
LUMA,10233,904,F
ELISIANE,10228,905,F
SOELI,10224,906,F
NILCEIA,10185,907,F
GISLANE,10185,908,F
KAREM,10181,909,F
LUARA,10179,910,F
ELDA,10175,911,F
GLENDA,10138,912,F
MARINEZ,10131,913,F
ABIGAIL,10122,914,F
ROSINEIA,10089,915,F
ANNY,10039,916,F
LUCILEIDE,10034,917,F
CLAUDENICE,10020,918,F
MAIZA,10010,919,F
CHARLENE,9990,920,F
JUCIMARA,9930,921,F
LINA,9925,922,F
GERUSA,9918,923,F
LUCILEIA,9900,924,F
JAILMA,9881,925,F
MIKAELE,9879,926,F
GORETE,9852,927,F
ROSICLEIA,9840,928,F
AIDA,9823,929,F
MAGNOLIA,9820,930,F
LEONORA,9768,931,F
RAFAELE,9754,932,F
CRISTINE,9735,933,F
LUCIMEIRE,9733,934,F
GABRIEL,9705,935,F
ALEXANDRINA,9702,936,F
CORINA,9678,937,F
LINDA,9672,938,F
GRASIELA,9666,939,F
KASSIA,9603,941,F
ELIZIANE,9603,940,F
JOSINETE,9587,942,F
CAILANE,9582,943,F
SIDNEIA,9542,944,F
ADALGISA,9541,945,F
HELENICE,9541,946,F
FLORA,9523,947,F
GUILHERMINA,9517,948,F
POLIANE,9516,949,F
GISELLE,9515,950,F
JOSINA,9507,951,F
THEREZINHA,9503,952,F
IVA,9476,953,F
SULAMITA,9475,954,F
MARIVALDA,9470,955,F
RAFAELLA,9467,956,F
DAGMAR,9449,957,F
VALDA,9442,958,F
SILVANE,9423,959,F
DAMARIS,9407,960,F
LUNA,9406,961,F
SILVANI,9396,962,F
EVELINE,9385,963,F
KEZIA,9383,964,F
RANIELE,9382,965,F
IANA,9374,966,F
MARILUCIA,9336,967,F
JUSTINA,9334,968,F
GEORGINA,9324,969,F
MICAELI,9319,970,F
ERNESTINA,9306,971,F
VALDIRA,9298,972,F
ZELI,9280,973,F
JACIANE,9246,974,F
LEILANE,9230,975,F
TAIANA,9211,976,F
SAMANTHA,9204,977,F
AILA,9190,978,F
FLORINDA,9158,979,F
MARISETE,9158,980,F
GEISE,9133,981,F
LEONI,9126,982,F
JOSELINA,9124,983,F
EVANIR,9114,984,F
INGRED,9103,985,F
CLOTILDE,9103,986,F
GISELA,9098,987,F
EDI,9064,988,F
PRISCILLA,9040,989,F
MARILEI,9021,990,F
LEONTINA,8999,991,F
MARICELIA,8996,992,F
KELLEN,8953,993,F
DURVALINA,8950,994,F
LILIAM,8945,995,F
LUSIA,8940,996,F
ARMINDA,8936,997,F
VITALINA,8908,998,F
LECI,8904,999,F
DAINE,8898,1000,F
AURELINA,8893,1001,F
GABRIELY,8887,1002,F
ANESIA,8871,1003,F
VANEIDE,8865,1004,F
ANTONIO,8854,1005,F
CLEANE,8828,1006,F
SIRLEY,8770,1007,F
LUZIMAR,8766,1008,F
ALCILENE,8706,1009,F
ROSILANE,8705,1010,F
EVANI,8700,1011,F
JUCILEIDE,8693,1012,F
RAIZA,8675,1013,F
ANDRELINA,8659,1014,F
ZENI,8641,1015,F
GISELDA,8630,1016,F
SUZETE,8617,1017,F
IRENI,8611,1018,F
MALVINA,8606,1019,F
TACIANE,8602,1020,F
VANI,8555,1021,F
MARTHA,8553,1022,F
SIBELE,8497,1023,F
GEORGIA,8488,1024,F
IRACILDA,8487,1025,F
GRACILENE,8481,1026,F
EXPEDITA,8467,1027,F
JORDANIA,8447,1028,F
DALVINA,8437,1029,F
ROSELY,8431,1030,F
IANE,8428,1031,F
ROSANIA,8402,1033,F
ESTEFANIA,8402,1032,F
MARIELI,8392,1034,F
IVANICE,8389,1035,F
LAIDE,8379,1036,F
EULINA,8378,1037,F
RAINARA,8332,1038,F
EVANILDA,8314,1039,F
ROSANI,8312,1040,F
LUCIELE,8301,1041,F
ANELISE,8292,1042,F
LAINE,8283,1043,F
NINA,8267,1044,F
THAYNARA,8266,1045,F
LAUANE,8249,1046,F
JOSIENE,8245,1047,F
AURILENE,8244,1048,F
IRANEIDE,8233,1049,F
STELA,8232,1050,F
RAILA,8228,1051,F
ROSEMERI,8220,1052,F
NAYANE,8216,1053,F
ROSIMARI,8202,1054,F
MAURINA,8169,1055,F
KESSIA,8153,1056,F
DANIELLA,8152,1057,F
DEOLINDA,8149,1058,F
ELITA,8131,1059,F
OSVALDINA,8118,1060,F
ELISSANDRA,8102,1061,F
MIRELLA,8100,1062,F
LUCY,8084,1063,F
NICOLY,8062,1064,F
CARLIANE,8033,1065,F
MARCIELE,8031,1066,F
LIZETE,8019,1067,F
LIZANDRA,7998,1068,F
ZAIRA,7994,1069,F
JOSIMARA,7993,1070,F
ZORAIDE,7993,1071,F
EDITH,7983,1072,F
GRACIETE,7977,1073,F
THAINARA,7975,1074,F
LIDUINA,7956,1075,F
KAROLAINE,7935,1076,F
GISELIA,7930,1077,F
CLARINDA,7926,1078,F
CLEA,7925,1079,F
EDLENE,7908,1080,F
GENECI,7901,1081,F
EDILZA,7897,1082,F
KAROLINA,7879,1083,F
JOSIVANIA,7872,1084,F
DAISE,7864,1086,F
ENILDA,7864,1085,F
ZENEIDE,7856,1087,F
CLECI,7811,1088,F
NIVALDA,7801,1089,F
CLAUDILENE,7798,1090,F
GESSI,7785,1091,F
LICIA,7778,1092,F
DEYSE,7736,1093,F
AGNES,7718,1094,F
KETELIN,7695,1096,F
CASSIANA,7695,1095,F
DILZA,7689,1097,F
JOANITA,7625,1099,F
GARDENIA,7625,1098,F
ERONDINA,7619,1100,F
GILVANETE,7612,1101,F
ROSEMAR,7592,1102,F
ODILIA,7582,1103,F
LIZIANE,7563,1104,F
CAMILLY,7543,1105,F
ANISIA,7542,1106,F
THEREZA,7540,1107,F
OSANA,7536,1108,F
KAYLANE,7497,1109,F
IZILDA,7492,1110,F
CLECIA,7490,1111,F
ILANA,7488,1112,F
ELBA,7482,1113,F
NICE,7460,1114,F
DJANIRA,7454,1115,F
SAIONARA,7445,1116,F
ABADIA,7438,1117,F
CHAIANE,7430,1118,F
BENTA,7425,1120,F
DIENIFER,7425,1119,F
DORVALINA,7424,1121,F
FABIULA,7412,1122,F
EDNEIDE,7410,1123,F
DAMARES,7409,1124,F
VERONICE,7394,1125,F
LAIZ,7386,1126,F
LUZINEIDE,7364,1127,F
MARTINHA,7363,1128,F
TASSIA,7360,1129,F
ESPEDITA,7326,1130,F
CAMILLE,7321,1131,F
ELIVANIA,7313,1132,F
SORAYA,7306,1133,F
PENHA,7296,1134,F
NAGILA,7289,1135,F
ANAIR,7283,1136,F
MELINA,7270,1137,F
ELIA,7262,1138,F
FRANCIELLE,7246,1139,F
JOSETE,7245,1140,F
CIRLEI,7241,1141,F
LORENI,7240,1142,F
MARCELLA,7235,1143,F
ENEIDA,7211,1144,F
NAIANA,7204,1145,F
DANIELLY,7203,1146,F
SILVANEIDE,7197,1147,F
BALBINA,7159,1148,F
ZELINDA,7155,1149,F
IZA,7152,1150,F
LORRANA,7150,1152,F
JAMILY,7150,1151,F
ZULEICA,7145,1153,F
GIANE,7141,1154,F
VANILDE,7141,1155,F
QUESIA,7133,1156,F
ALCINA,7128,1157,F
RAINE,7118,1158,F
MANUELE,7105,1159,F
CINARA,7100,1160,F
GRACIANE,7085,1161,F
JUSARA,7084,1162,F
MARILSA,7048,1163,F
ERIVANIA,7045,1164,F
WILIANE,7037,1165,F
ADRIENE,7030,1166,F
MARLISE,7015,1167,F
CENIRA,7012,1168,F
MIRNA,7004,1169,F
FRANCISCO,7000,1170,F
JUCIANE,6969,1171,F
ROSI,6965,1172,F
VIVIANA,6961,1173,F
CAMILY,6951,1174,F
ZELITA,6946,1175,F
KEYLA,6940,1176,F
HANNA,6933,1177,F
RAFAEL,6929,1178,F
NANCY,6924,1179,F
RENI,6918,1180,F
JOVITA,6911,1181,F
ITAMARA,6910,1182,F
MARCELLE,6886,1183,F
MARCIANE,6880,1184,F
SUZI,6878,1185,F
NICOLLY,6864,1186,F
TUANE,6861,1187,F
AURICELIA,6857,1188,F
STEPHANY,6846,1189,F
NEUMA,6843,1190,F
LIDIANA,6827,1191,F
ADNA,6821,1192,F
ROSINEI,6818,1193,F
ARIADNE,6804,1194,F
DIRLENE,6801,1195,F
ZILA,6800,1196,F
NATIELI,6793,1197,F
ANIELE,6785,1198,F
ROSILEIA,6784,1199,F
DEUSA,6783,1200,F
EVELLYN,6782,1201,F
ONEIDE,6781,1202,F
MIRELI,6775,1203,F
MARIENE,6775,1204,F
ELOISE,6773,1205,F
OLIMPIA,6767,1206,F
GILMA,6760,1207,F
ROSIMARA,6759,1208,F
GLEIDE,6749,1209,F
LORAINE,6724,1210,F
IRES,6719,1211,F
ROSIVANIA,6711,1212,F
ELIDIA,6705,1213,F
FELICIA,6684,1214,F
EDILEIDE,6682,1215,F
STHEFANY,6678,1216,F
GEOVANIA,6669,1217,F
VALDIVINA,6659,1218,F
IZABELLA,6653,1219,F
INEZ,6653,1220,F
GIRLANE,6651,1221,F
SIRLEIDE,6644,1222,F
JOSIANA,6634,1223,F
JANEIDE,6605,1224,F
TAYANE,6596,1226,F
BRIGIDA,6596,1225,F
CELITA,6581,1227,F
ADRIELLE,6575,1228,F
CASSILDA,6544,1229,F
JOVINA,6515,1230,F
ERMELINDA,6500,1231,F
GRACIELI,6499,1232,F
INARA,6496,1233,F
SAMILE,6479,1234,F
JUDITH,6478,1235,F
EDILEIA,6465,1236,F
AUXILIADORA,6463,1237,F
EUVIRA,6461,1239,F
JESUINA,6461,1238,F
HORTENCIA,6459,1240,F
JOSELAINE,6446,1241,F
JERUSA,6440,1242,F
SIMARA,6436,1243,F
GIZELE,6433,1244,F
EDIANA,6428,1245,F
NAYRA,6419,1246,F
EDIR,6405,1247,F
LUZIENE,6396,1248,F
DRIELE,6385,1249,F
IONARA,6382,1250,F
URSULA,6374,1251,F
LORANE,6362,1252,F
THAISE,6358,1253,F
LAUDELINA,6356,1254,F
EVANIA,6337,1255,F
MARILI,6330,1256,F
JOSILEIDE,6330,1257,F
RONILDA,6325,1258,F
KAUANY,6298,1259,F
ALZENIR,6274,1260,F
ANDREINA,6265,1261,F
